Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6jqUGlZia4JuGsGrINez6P,"6mdiAmATAx73kdxrNrnlao","Die with Your Boots On - 2015 Remaster","Piece of Mind (2015 - Remaster)","Iron Maiden",1983-05-16,327253,41,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.245,0.947,5,-5.026,1,0.114,0.406,0.00000121,0.272,0.537,174.78,4
5orSFpEyBcj8ogpOqI4yOQ,"6mdiAmATAx73kdxrNrnlao","Flight of Icarus - 2015 Remaster","Piece of Mind (2015 - Remaster)","Iron Maiden",1983-05-16,230760,53,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.368,0.917,6,-4.829,0,0.0772,0.147,0.000121,0.169,0.343,110.455,4
0sxYYT48UPkmrDx8p4Hnrl,"6mdiAmATAx73kdxrNrnlao","Run to the Hills - 2015 Remaster","The Number of the Beast (2015 - Remaster)","Iron Maiden",1982-03-22,233506,63,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,4
139RwLyp7r8F9ojvhGF5lC,"6mdiAmATAx73kdxrNrnlao","The Number of the Beast - 2015 Remaster","The Number of the Beast (2015 - Remaster)","Iron Maiden",1982-03-22,290586,60,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,4
5n5q2Z3oZV9XHluXuiDC4D,"6mdiAmATAx73kdxrNrnlao","22 Acacia Avenue - 2015 Remaster","The Number of the Beast (2015 - Remaster)","Iron Maiden",1982-03-22,396760,42,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.305,0.907,0,-5.866,1,0.0619,0.0359,0.0593,0.102,0.544,112.737,4
2KXnst0LYzGaZghI02UACE,"6mdiAmATAx73kdxrNrnlao","Purgatory - 2015 Remaster","Killers (2015 - Remaster)","Iron Maiden",1981-02-02,200560,35,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.29,0.965,11,-6.146,0,0.147,0.000916,0.0409,0.762,0.531,70.711,4
25KHFezmoD0qO2eZ48GIEz,"6mdiAmATAx73kdxrNrnlao","Transylvania - 2015 Remaster","Iron Maiden (2015 - Remaster)","Iron Maiden",1980-04-14,244853,40,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.221,0.983,0,-3.204,1,0.15,0.000927,0.971,0.881,0.214,107.26,4
0Mm8vJP2HYAILhABqJKNjO,"6mdiAmATAx73kdxrNrnlao","Iron Maiden - 2015 Remaster","Iron Maiden (2015 - Remaster)","Iron Maiden",1980-04-14,214360,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.322,0.988,0,-4.074,1,0.232,0.000731,0.00411,0.451,0.277,101.559,4
6lXSdhCJlyM3Tv6PBaFo5V,"6mdiAmATAx73kdxrNrnlao","Prowler - 2015 Remaster","Iron Maiden (2015 - Remaster)","Iron Maiden",1980-04-14,235400,44,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.295,0.934,4,-5.231,0,0.0668,0.000787,0.0029,0.482,0.32,96.636,4
5dtdDxI45qW6GRr2YyC0mX,"6mdiAmATAx73kdxrNrnlao","Phantom of the Opera - 2015 Remaster","Iron Maiden (2015 - Remaster)","Iron Maiden",1980-04-14,441466,47,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,hard rock,metal,nwobhm,rock",0.319,0.952,4,-5.315,0,0.0723,0.0000628,0.154,0.918,0.228,109.275,4
