Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5AVDecLFDzXLrsj0QkAcHk,"0vxxsjcDy61x5zvrOqwHIL","The Rhymes of the Mountain","Winter Thrice","Borknagar",2016-01-22,401346,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"black metal,folk black metal,folk metal,norwegian black metal,norwegian metal,progressive black metal,viking black metal,viking metal",0.24,0.926,4,-4.295,0,0.0599,0.0000497,0.00002,0.11,0.272,180.077,3
3Cgb2Pj9jqnEulC1pOzKvd,"7wqP36o9lqWteOCxBnXlwx","The Chainheart Machine","The Chainheart Machine","Soilwork",2000,242160,29,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,melodic death metal,melodic groove metal,melodic metalcore,swedish death metal,swedish melodeath,swedish metal",0.325,0.982,11,-6.653,0,0.124,0.0000526,0.582,0.342,0.28,108.938,4
2TFP0WI6XSGyXvZAMbyNdq,"6YXarbjg36ODFPez0PnOlD","Cold","Slaughter of the Soul (Full Dynamic Range Edition)","At The Gates",2014-09-08,207786,23,spotify:user:1218573018,2023-11-02T15:11:01Z,"death metal,gothenburg metal,melodic death metal,metal,swedish death metal,swedish melodeath,swedish metal,thrash metal",0.156,0.952,7,-11.231,1,0.121,0.00000225,0.833,0.664,0.313,180.188,4
7o3BXbATGYz9ZVE4KwrMej,"5Sp7BJWoMgqVFpPlo3nip4","Fortune's a Mistress","Sign Here, Here, and Here","The Company Band",2008-01-04,202373,37,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative roots rock,stoner metal,stoner rock",0.404,0.902,8,-4.43,1,0.0639,0.000159,0.000123,0.123,0.712,166.056,4
7MuCf9NYeg3iY0Jp9yyiB1,"6Y9hT9bBu0ZkpS2FOVvymb","The Bats (Are Hungry Tonight)","Dunsmuir","Dunsmuir",2016-07-22,172773,18,spotify:user:1218573018,2023-11-02T15:11:01Z,"lovecraftian metal",0.384,0.932,4,-4.916,1,0.0524,0.0298,0.000351,0.244,0.632,163.987,4
6gk7RDxtsd0NUAdNLPq1Df,"7j1diUTtFReVVJxSQG3veO","Maddening Disdain","A Celebration Of Guilt","Arsis",2015-05-18,209399,26,spotify:user:1218573018,2023-11-02T15:11:01Z,"american melodeath,brutal death metal,deathgrind,melodic death metal,technical death metal,technical melodic death metal,virginia metal",0.517,0.976,2,-5.799,1,0.0469,0.000051,0.857,0.201,0.329,94.968,4
7fuZ81cDTlDrRoC5KXpQYA,"7j1diUTtFReVVJxSQG3veO","Roses On White Lace","A Diamond For Disease","Arsis",2005,257720,9,spotify:user:1218573018,2023-11-02T15:11:01Z,"american melodeath,brutal death metal,deathgrind,melodic death metal,technical death metal,technical melodic death metal,virginia metal",0.397,0.995,8,-3.599,1,0.102,0.000148,0.121,0.398,0.0611,80.064,4
50f2OP3zv9CAbgTcOUIs5f,"7j1diUTtFReVVJxSQG3veO","A Diamond For Disease","A Diamond For Disease","Arsis",2005,772240,11,spotify:user:1218573018,2023-11-02T15:11:01Z,"american melodeath,brutal death metal,deathgrind,melodic death metal,technical death metal,technical melodic death metal,virginia metal",0.371,0.997,0,-2.601,0,0.122,0.0000234,0.816,0.133,0.0418,121.973,4
429IbFR4yp2J81CeTwF5iY,"3Ayl7mCk0nScecqOzvNp6s","Sweetness","Bleed American","Jimmy Eat World",2001-07-17,220026,71,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,alternative rock,emo,modern power pop,modern rock,neon pop punk,pop punk,pop rock,post-grunge,punk,rock",0.487,0.898,5,-4.436,1,0.038,0.00305,0,0.26,0.597,135.331,4
4CWAJ97gKEuo87DOKhB7kJ,"2pnezMcaiTHfGmgmGQjLsB","Young Man Nihilist","Morning Star","Entombed",2001-05-05,166786,9,spotify:user:1218573018,2023-11-02T15:11:01Z,"black metal,brutal death metal,death 'n' roll,death metal,deathgrind,metal,swedish death metal,swedish metal,technical death metal",0.279,0.987,1,-2.631,1,0.189,0.00000234,0.0123,0.134,0.182,82.823,4
3d3s94wz2vNLxBTcdfcAdj,"2pnezMcaiTHfGmgmGQjLsB","Chief Rebel Angel","Morning Star","Entombed",2001-05-05,280386,24,spotify:user:1218573018,2023-11-02T15:11:01Z,"black metal,brutal death metal,death 'n' roll,death metal,deathgrind,metal,swedish death metal,swedish metal,technical death metal",0.266,0.926,7,-6.396,1,0.254,0.0000265,0.0202,0.216,0.144,148.236,4
1kgMmFE3YdaxnSg4WyaWsx,"568ZhdwyaiCyOGJRtNYhWf","Fireball","Fireball","Deep Purple",1971,204666,35,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,classic rock,hard rock,metal,rock",0.534,0.908,11,-11.254,0,0.0626,0.00203,0.000509,0.136,0.742,121.13,4
0vDsmwIG8VBrImmssp4TIZ,"7pSMKyct9zQiixsNr48rr4","Instinct","IX (Deluxe)","HOST",2023-04-28,240653,13,spotify:user:1218573018,2023-11-02T15:11:01Z,"",0.536,0.655,1,-9.685,1,0.0408,0.00571,0.141,0.227,0.0776,119.974,4
36llBPAgrDnkwQCq95CTPl,"7Gbgr3pNct3IvdhQLO8wPU","Disintegration Girl","Plagueboys","Grave Pleasures",2023-04-21,245973,27,spotify:user:1218573018,2023-11-02T15:11:01Z,"deathrock,finnish post-punk",0.323,0.919,6,-4.469,1,0.0443,0.000862,0.688,0.0941,0.394,175.09,4
6TanZsrtcz0wJOxN8uQyHG,"7Gbgr3pNct3IvdhQLO8wPU","High on Annihilation","Plagueboys","Grave Pleasures",2023-04-21,177520,24,spotify:user:1218573018,2023-11-02T15:11:01Z,"deathrock,finnish post-punk",0.473,0.966,0,-3.722,1,0.0559,0.0149,0.64,0.242,0.447,144.153,4
2pB5NTudBstYRoyF09PM5E,"5CNR5mJJPAhMamFWQ9xJxD","Horses in the Ground","Sister","In Solitude",2013-09-30,368760,16,spotify:user:1218573018,2023-11-02T15:11:01Z,"nwothm,swedish heavy metal,swedish metal",0.212,0.929,7,-5.084,1,0.101,0.0148,0.373,0.517,0.204,107.859,1
3oKST2HXbmF6ZEaytf7BU3,"3ggwAqZD3lyT2sbovlmfQY","Soul Burn","Destroy Erase Improve (Reloaded)","Meshuggah",1995,317933,37,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,djent,groove metal,metal,nu metal,progressive groove metal,swedish metal,technical groove metal,technical thrash",0.413,0.938,1,-6.736,1,0.0976,0.000581,0.125,0.121,0.44,136.995,3
0gH7MNXQud3Pvnfv1zk3bL,"3ggwAqZD3lyT2sbovlmfQY","Future Breed Machine","Destroy Erase Improve (Reloaded)","Meshuggah",1995,348682,46,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,djent,groove metal,metal,nu metal,progressive groove metal,swedish metal,technical groove metal,technical thrash",0.299,0.97,1,-6.865,1,0.157,0.000993,0.0953,0.304,0.154,175.353,1
2k53YqQ4SbWaX4P0nx0hVh,"6fVcDUckTwxqg56qNsEvUr","An Otherwise Disappointing Life","Painting of a Panic Attack (Deluxe Edition)","Frightened Rabbit",2016-04-08,235240,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"chamber pop,indie rock,scottish indie,scottish rock",0.486,0.726,0,-5.732,1,0.0401,0.156,0.0107,0.154,0.357,135.027,4
6sm8udxa0SvDUMJ2jchWe7,"3PALZKWkpwjRvBsRmhlVSS,3CGzpCMqpqHnafmn2PFQd9,0hxQtmgWiPtEsDPeIuKxXq,0HyZTRkZ8UuhJKlIqBihqn","Tech Noir 2 (feat. John Carpenter, Charlie Simpson)","Unicorn","Gunship,Charlie Simpson,John Carpenter,Tim Cappello",2023-09-29,325573,55,spotify:user:1218573018,2023-11-02T15:11:01Z,"popwave,british alternative rock,horror synth",0.587,0.757,10,-7.464,1,0.0339,0.0112,0,0.281,0.436,129.996,4
0YMqJtQKjWiPuqU9xXmP6x,"6FfjnGXMhxSsJTuGLWBDth","THE MESSAGE","VOL. 4 :: SLAVES OF FEAR","HEALTH",2019-02-08,152200,37,spotify:user:1218573018,2023-11-02T15:11:01Z,"grave wave,metropopolis,noise pop,noise rock",0.646,0.695,2,-8.014,1,0.0285,0.0000172,0.122,0.16,0.42,135.06,4
1mZmjuLoslfYSEOXojo8BS,"188gwh9RnRT58ZQPwqwHE3","Black Soul Choir","Sackcloth 'N' Ashes","16 Horsepower",1996-01-01,232333,32,spotify:user:1218573018,2023-11-02T15:11:01Z,"gothic americana",0.452,0.952,7,-8.306,1,0.0587,0.0221,0.00339,0.0398,0.729,217.471,4
7J2URxnhl2cD891HgCzs1d,"3uIgLG971oRM5fe6v8lvQS","Drawn To Black","Above The Weeping World","Insomnium",2006-09-08,360186,33,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish death metal,finnish melodeath,finnish metal,melodic death metal",0.313,0.976,7,-3.026,1,0.0897,0.0000137,0.958,0.109,0.124,160.08,4
1s8ocCVu8Cl4LKNUb5Nsjo,"3uIgLG971oRM5fe6v8lvQS","Mortal Share","Above The Weeping World","Insomnium",2006-09-08,239840,40,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish death metal,finnish melodeath,finnish metal,melodic death metal",0.419,0.968,7,-2.332,1,0.0927,0.0000295,0.863,0.0422,0.238,106.058,4
70uBwhlKqPLWDPu49q9Rut,"6L77qXFnXb7Tac7xzPa0Y7","Deadsong","Deadlight","Before The Dawn",2007-01-02,203053,41,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish death metal,finnish melodeath,melodic death metal",0.407,0.907,5,-5.557,1,0.0584,0.00198,0.0398,0.167,0.352,79.987,3
4cYUnvZW9GnQRtEdPRX5AP,"0t4oHObO3FImWvIhMimaSL","Goshen '97","HEAL","Strand of Oaks",2014-06-24,180386,34,spotify:user:1218573018,2023-11-02T15:11:01Z,"modern folk rock",0.326,0.915,9,-2.158,1,0.106,0.000607,0.385,0.225,0.265,138.152,4
3Ooa1FETAj6ShTc2bHXd1M,"5DaZV3qmFT3aS57df8KPkV","Lifers","No Joy","Spanish Love Songs",2023-08-25,214869,48,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative emo,la indie",0.536,0.791,5,-5.553,1,0.0452,0.00268,0,0.537,0.564,155.061,4
214tCWNg6FXcTep7iKQWoL,"0BZr6WHaejNA63uhZZZZek","Empire Falls","To the Nameless Dead","Primordial",2007-11-16,483120,35,spotify:user:1218573018,2023-11-02T15:11:01Z,"black metal,celtic metal,doom metal,folk black metal,folk metal,irish black metal,irish metal,pagan black metal,symphonic black metal",0.174,0.836,2,-6.377,1,0.0674,0.0000313,0.398,0.218,0.0441,120.365,4
3A1l6JX6QHWACydgNvmqJV,"4X9UJxHhQjI7fPUEqG6vY4","Silent Chrysalis Stage","Silent Stage","Rapture",2016-01-07,255373,15,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish doom metal,melodic doom",0.485,0.95,11,-5.416,0,0.0377,0.0000129,0.876,0.681,0.569,131.963,4
1rL0bLVSXeGRbXG0dYsjkw,"4X9UJxHhQjI7fPUEqG6vY4","I Am Complete","Silent Stage","Rapture",2016-01-07,299493,19,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish doom metal,melodic doom",0.499,0.897,8,-5.051,0,0.036,0.0000118,0.00946,0.0518,0.432,125.026,4
6KbhthyxHWsJP0GdHcMVnE,"4X9UJxHhQjI7fPUEqG6vY4","The Past Nightmares","Silent Stage","Rapture",2016-01-07,257959,22,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish doom metal,melodic doom",0.539,0.738,1,-5.097,0,0.0322,0.0000678,0.318,0.098,0.428,140.041,4
3Rx5b50slfPS7qoWW2Z9kO,"4X9UJxHhQjI7fPUEqG6vY4","Misery 24/7","Silent Stage","Rapture",2016-01-07,291853,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish doom metal,melodic doom",0.495,0.95,11,-3.653,0,0.0442,0.00000514,0.91,0.25,0.491,134.974,4
2PtstIK8TYTJuuUaeOe7mB,"0MpDrzpSqbxjz45qlQvrLO","A Wanderer's Star","Fallout","Slumber",2008-04-21,344000,15,spotify:user:1218573018,2023-11-02T15:11:01Z,"swedish doom metal",0.376,0.971,1,-5.86,0,0.0481,0.000154,0.348,0.136,0.511,130.12,4
2o3ovSyEI8nzOe3qhtCHNM,"0MpDrzpSqbxjz45qlQvrLO","Rapture","Fallout","Slumber",2008-04-21,302893,23,spotify:user:1218573018,2023-11-02T15:11:01Z,"swedish doom metal",0.482,0.966,3,-5.937,0,0.0431,0.000788,0.744,0.132,0.525,136.992,4
1pdyMRF5EOiANC5jvnfApp,"1HQjBwlj8FSHMhVaNQ4tEI","Alien Shivers","Applause Of A Distant Crowd","VOLA",2018-10-12,260026,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"djent,progressive alternative,progressive metal",0.509,0.728,6,-6.461,0,0.0321,0.0135,0.0437,0.141,0.173,92.212,3
2fnEJ2Lltacut4fcIwsOcj,"3PhoLpVuITZKcymswpck5b","Nobody Wins - Remastered 2003","The Fox","Elton John",1981-01-01,219493,26,spotify:user:1218573018,2023-11-02T15:11:01Z,"glam rock,mellow gold,piano rock,rock",0.639,0.688,10,-9.671,0,0.0542,0.0725,0.000776,0.272,0.403,118.158,4
0cao7zXiY3a5BTRzsO5R0Q,"3PhoLpVuITZKcymswpck5b","Breaking Down Barriers - Remastered 2003","The Fox","Elton John",1981-01-01,281320,19,spotify:user:1218573018,2023-11-02T15:11:01Z,"glam rock,mellow gold,piano rock,rock",0.521,0.794,7,-10.4,0,0.045,0.241,0.00679,0.626,0.572,141.38,4
1Y4CAWoEqw58BnSMDa3LD1,"2CWWgbxApjbyByxBBCvGTm","Residual","The Fall of Hearts","Katatonia",2016-05-20,414173,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"doom metal,gothic metal,progressive metal,swedish doom metal,swedish metal,swedish progressive metal",0.289,0.71,0,-6.342,0,0.0351,0.00493,0.286,0.134,0.17,170.085,3
5IKObiY5s1wOUrxWrwgj7s,"5DaZV3qmFT3aS57df8KPkV","Clean-Up Crew","No Joy","Spanish Love Songs",2023-08-25,238791,46,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative emo,la indie",0.656,0.814,0,-4.994,1,0.0834,0.0121,0,0.058,0.653,116.503,4
6dgu706REjc2gXB3NGAgD3,"4WPY0N74T3KUja57xMQTZ3","Hold My Life","Tim","The Replacements",1985-10-16,261573,28,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative rock,permanent wave,post-punk,power pop,punk,singer-songwriter",0.321,0.798,2,-11.429,1,0.0693,0.00843,0,0.243,0.516,170.206,4
1Caj1ostlwghpGWist9iuH,"2CWWgbxApjbyByxBBCvGTm","No Good Can Come Of This","Tonight's Decision","Katatonia",1999,264280,22,spotify:user:1218573018,2023-11-02T15:11:01Z,"doom metal,gothic metal,progressive metal,swedish doom metal,swedish metal,swedish progressive metal",0.562,0.625,3,-7.967,0,0.0389,0.00148,0.000262,0.0968,0.387,115.036,4
2VwoTsd1kUDmHn3rSROe5e,"2CWWgbxApjbyByxBBCvGTm","I Am Nothing","Tonight's Decision","Katatonia",1999,277386,40,spotify:user:1218573018,2023-11-02T15:11:01Z,"doom metal,gothic metal,progressive metal,swedish doom metal,swedish metal,swedish progressive metal",0.563,0.802,8,-6.909,0,0.0285,0.000143,0.00000502,0.102,0.149,107.094,4
2Qz3Jt8XFfI1U5B35tPfwX,"38uWD5h115pdz278q4rwZW","Violence","Memorial","Soen",2023-09-01,235800,50,spotify:user:1218573018,2023-11-02T15:11:01Z,"progressive metal,swedish progressive metal",0.529,0.801,2,-5.677,0,0.0394,0.00117,0.00138,0.489,0.326,139.959,4
2Ll1ZHTzZODTNuxmVSfxH0,"3N1B1g6JtIgd6ClRkzD4yT","Strange Wings","Hall Of The Mountain King","Savatage",1987-08-15,227453,32,spotify:user:1218573018,2023-11-02T15:11:01Z,"glam metal,hard rock,metal,power metal,progressive metal,thrash metal,us power metal",0.318,0.944,10,-5.422,1,0.109,0.0526,0.00101,0.385,0.289,120.585,4
00syWkRGIVQvYsg2OwfBUw,"40ZNYROS4zLfyyBSs2PGe2","East Side of Sorrow","Zach Bryan","Zach Bryan",2023-08-25,209320,82,spotify:user:1218573018,2023-11-02T15:11:01Z,"classic oklahoma country,modern country pop",0.408,0.607,10,-7.463,1,0.0391,0.236,0.0000802,0.0972,0.169,144.136,4
27QIPlHGtdZswQDPps6cDF,"5YeoQ1L71cXDMpSpqxOjfH","8th Commandment","Ecliptica (2008 Edition)","Sonata Arctica",2008-01-01,222000,29,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish power metal,lapland metal,metal,power metal,progressive metal,symphonic metal",0.168,0.922,1,-2.525,0,0.0605,0.00000533,0.000896,0.0407,0.518,169.526,4
3SEBnYHJhcwEhKQDMFuJ2E,"5YeoQ1L71cXDMpSpqxOjfH","Replica","Ecliptica (2008 Edition)","Sonata Arctica",2008-01-01,295026,28,spotify:user:1218573018,2023-11-02T15:11:01Z,"finnish power metal,lapland metal,metal,power metal,progressive metal,symphonic metal",0.233,0.812,1,-4.508,0,0.0357,0.000567,0,0.233,0.197,81.546,4
0pesej0U2nj5vbvSF6uZpi,"3ZXBMBQmBozEW4Ja2lrPbL","Towers Of Gold","Towers of Gold","Sacred Outcry",2023-05-25,892000,21,spotify:user:1218573018,2023-11-02T15:11:01Z,"fantasy metal,greek metal,symphonic power metal",0.205,0.873,8,-6.251,1,0.0653,0.000343,0.0121,0.101,0.135,169.966,4
4oCj03gxIye35cPma5pO9G,"4i1kDUJkz1Md0NK9iyLuAD","The Legend of Evagoras","Thus Always to Tyrants","Arrayan Path",2022-12-09,378992,3,spotify:user:1218573018,2023-11-02T15:11:01Z,"cypriot metal,symphonic power metal",0.284,0.849,8,-7.938,0,0.066,0.0017,0.00652,0.206,0.243,109.484,4
238aWE1QpftUAn5n6VoV26,"4i1kDUJkz1Md0NK9iyLuAD","Of Royal Ancestry","Thus Always to Tyrants","Arrayan Path",2022-12-09,328710,5,spotify:user:1218573018,2023-11-02T15:11:01Z,"cypriot metal,symphonic power metal",0.505,0.969,11,-5.788,1,0.0829,0.000112,0.000118,0.0687,0.132,110.009,4
5Mp5EnCMZvSUmI45OOZSiv,"2S13OV7nLeciVigE0Wxo7E","Resin","Air","Astronoid",2016-06-10,390040,23,spotify:user:1218573018,2023-11-02T15:11:01Z,"blackgaze,boston metal,cosmic black metal,sci-fi metal",0.372,0.958,5,-8.211,0,0.0904,0.00000294,0.823,0.402,0.134,159.997,4
3jB6QpEaDcI5q9CubEgHLk,"3seAlZdPsUKKveZltRG7wi","Rainbows Underground","Mirrorcell","Greg Puciato",2022-07-01,339340,21,spotify:user:1218573018,2023-11-02T15:11:01Z,"electronic rock",0.406,0.89,9,-7.185,0,0.051,0.0000176,0.781,0.212,0.322,107.937,4
0kFAeIuXAtSElqC4fVHTN1,"0VE0GTaTSeeGSzrQpLmeb9,6xp1pJrjxWYZ6kIWfWgTex","Crack of Doom (feat. Troy Sanders)","Splid","Kvelertak,Troy Sanders",2020-02-14,233929,37,spotify:user:1218573018,2023-11-02T15:11:01Z,"black 'n' roll,black thrash,norwegian metal,norwegian rock,rogaland musikk",0.357,0.977,1,-6.489,0,0.124,0.000016,0.892,0.105,0.28,159.81,4
11QIrorVvnOhJK6Uw0j4NJ,"7xTMxqAmbtE0Nce5lz7t0h","Sapari","The Never Ending Way of ORwarriOR","Orphaned Land",2010-07-13,243720,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"christian power metal,folk metal,israeli metal,oriental metal",0.36,0.953,10,-5.812,1,0.168,0.0181,0.000582,0.52,0.35,159.925,4
17tIwr1xQm4SB6cRDylO2O,"3ZQEU2arcWXSv3oz8hwWBK","The Boardwalk Body","Carver City","CKY",2009-05-18,219040,22,spotify:user:1218573018,2023-11-02T15:11:01Z,"nu metal,rap rock",0.393,0.977,11,-4.176,0,0.102,0.0000172,0.000103,0.956,0.232,133.979,4
3jbp2AT5KxIHHsRhP842aS,"6LZE884lDIsCSLHuTplfGp","Time to Break Free - (Remastered 2017)","Land of the Free (Anniversary Edition)","Gamma Ray",2017-09-29,280146,8,spotify:user:1218573018,2023-11-02T15:11:01Z,"german metal,german power metal,metal,power metal,speed metal",0.298,0.955,4,-8.521,1,0.0851,0.00142,0,0.0801,0.295,170.117,4
2JiUP54mw1C8TnzVhdG3HU,"74Hj7BmnUXyx2udrIEIKwX","Dog Day Sunrise","Demanufacture","Fear Factory",1995-06-11,285893,28,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,industrial metal,metal,nu metal,rap metal",0.448,0.981,11,-6.08,1,0.075,0.0000141,0.877,0.0956,0.298,146.058,4
6MtxXNDiJqyZ3g3kiobsCl,"74Hj7BmnUXyx2udrIEIKwX","Demanufacture","Demanufacture","Fear Factory",1995-06-11,252853,35,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative metal,groove metal,industrial metal,metal,nu metal,rap metal",0.547,0.981,1,-4.979,1,0.0934,0.0000429,0.000318,0.0737,0.185,96.035,4
7MPnvkKvXQw7KuGcL9Q65S,"2y8Jo9CKhJvtfeKOsYzRdT","Three Time Loser - 2008 Remaster","Atlantic Crossing","Rod Stewart",1975,245373,34,spotify:user:1218573018,2023-11-02T15:11:01Z,"mellow gold,soft rock",0.776,0.827,0,-5.626,1,0.0291,0.401,0.115,0.39,0.966,111.668,4
17vETemaULU9bQSWIVhiPo,"3OX4skiU9o7fxdi5Li7k5l","Deep Light Burns","The Sayings of the Seers","Valley of the Sun",2011-06-09,195011,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"psychedelic doom,retro metal,space rock,stoner metal,stoner rock",0.347,0.988,7,-3.142,0,0.0985,0.000143,0.0209,0.277,0.652,187.998,4
6pceknxOgA22HKs99yPEm1,"2y8Jo9CKhJvtfeKOsYzRdT","Rhythm of My Heart","Vagabond Heart (Expanded Edition)","Rod Stewart",1991,254866,58,spotify:user:1218573018,2023-11-02T15:11:01Z,"mellow gold,soft rock",0.582,0.54,1,-11.021,1,0.0321,0.0621,0,0.178,0.433,94.955,4
6sBA8b9bT8Z8G8TkVDvNTK,"2y8Jo9CKhJvtfeKOsYzRdT","Young Turks","Tonight I'm Yours (Expanded Edition)","Rod Stewart",1981,303333,56,spotify:user:1218573018,2023-11-02T15:11:01Z,"mellow gold,soft rock",0.625,0.844,0,-7.566,0,0.0316,0.271,0.39,0.105,0.722,160.719,4
4z7maGZkAonDlXlwo8q69f,"2y8Jo9CKhJvtfeKOsYzRdT","Da Ya Think I'm Sexy?","Blondes Have More Fun","Rod Stewart",1978-11-24,331333,76,spotify:user:1218573018,2023-11-02T15:11:01Z,"mellow gold,soft rock",0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,4
6c20LH3R4foocWLmYyojWq,"2y8Jo9CKhJvtfeKOsYzRdT","Maggie May","Every Picture Tells A Story","Rod Stewart",1971-01-01,350266,0,spotify:user:1218573018,2023-11-02T15:11:01Z,"mellow gold,soft rock",0.611,0.583,2,-10.428,1,0.0408,0.611,0.0853,0.0688,0.53,129.432,4
07Wh8AHhvJssF7Sn7X6aQP,"7IAXZaLTb6nkJr8RmVPn5y","Angels and Demons","Temple of Shadows","ANGRA",2004-11-15,252933,21,spotify:user:1218573018,2023-11-02T15:11:01Z,"brazilian metal,brazilian power metal,brazilian progressive metal,latin metal,metal,neo classical metal,power metal,progressive metal,progressive power metal,speed metal,symphonic metal",0.482,0.962,9,-3.687,1,0.0792,0.0000745,0.00000962,0.0817,0.323,102.501,4
3KVficEsEWertaGcY4r5ij,"7d10VF1J4LqW7vrpPOngzm","Crown of Fire","Kin","Larkin Poe",2014-08-24,190306,30,spotify:user:1218573018,2023-11-02T15:11:01Z,"modern blues rock",0.586,0.535,7,-7.221,0,0.0681,0.621,0.0392,0.148,0.474,149.854,4
5P6RywcZKqvD8BvirxO58l,"16QCJENzcdhwka9bTKYMVB","Benediction","Stage Four (Deluxe Edition)","Touché Amoré",2016-09-16,219533,30,spotify:user:1218573018,2023-11-02T15:11:01Z,"alternative emo,chaotic hardcore,dreamo,emo,melodic hardcore,modern melodic hardcore,post-hardcore",0.277,0.983,1,-2.92,1,0.0928,0.00158,0.00189,0.097,0.423,146.408,4
0qzngDOHqof1euvW7DwJJB,"0ZXKT0FCsLWkSLCjoBJgBX","Summer Night Horizon","We're Here Because We're Here (Deluxe)","Anathema",2010,254640,11,spotify:user:1218573018,2023-11-02T15:11:01Z,"gothic metal,progressive doom,progressive metal",0.385,0.802,1,-6.183,1,0.0422,0.00998,0.539,0.118,0.172,109.986,4
49ujOeGn9ErIbGIMNJZDsf,"4dso1lISV1Atdo3O6qbhqq","Convalescence","Undoing Ruin","Darkest Hour",2005-06-28,252666,38,spotify:user:1218573018,2023-11-02T15:11:01Z,"melodic metalcore,metalcore",0.239,0.936,2,-6.532,1,0.105,0.00000525,0.786,0.2,0.265,150.013,4
1Gug6ZQ5lXnVRPdFR6B7Iu,"7C4sUpWGlTy7IANjruj02I","Big Time - 2012 Remaster","So (2012 Remastered)","Peter Gabriel",1986-05-19,269080,27,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,classic rock,mellow gold,new romantic,new wave,permanent wave,progressive rock,rock,singer-songwriter,soft rock",0.718,0.877,6,-6.583,1,0.0497,0.204,0.000231,0.0546,0.962,116.083,4
5dMaenJNgv1PPp8tSV3PN1,"7C4sUpWGlTy7IANjruj02I","Sledgehammer - 2012 Remaster","So (2012 Remastered)","Peter Gabriel",1986-05-19,311986,31,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,classic rock,mellow gold,new romantic,new wave,permanent wave,progressive rock,rock,singer-songwriter,soft rock",0.641,0.682,8,-7.561,1,0.0392,0.044,0,0.0394,0.468,96.319,4
3ixUQ3Wt5B6iIkY6zWhRMY,"7C4sUpWGlTy7IANjruj02I","Red Rain - 2012 Remaster","So (2012 Remastered)","Peter Gabriel",1986-05-19,340493,29,spotify:user:1218573018,2023-11-02T15:11:01Z,"album rock,art rock,classic rock,mellow gold,new romantic,new wave,permanent wave,progressive rock,rock,singer-songwriter,soft rock",0.557,0.74,0,-8.801,1,0.0344,0.0381,0.00000883,0.0584,0.379,113.451,4
7cP0fGIedXbesOFHF6mYQK,"2NFrAuh8RQdQoS7iYFbckw","Change Your Heart or Die","Heroes","The Midnight",2022-09-09,211809,45,spotify:user:1218573018,2023-11-02T15:11:01Z,"nightrun,popwave",0.568,0.6,2,-6.879,1,0.036,0.00535,0.00000197,0.109,0.0398,134.978,4
6fssNpgyzsPfvWgJQ5vLXb,"2KhRuej67LynneJthmMx8o","Call of the Void","Mutants","Mutoid Man",2023-07-28,239961,39,spotify:user:1218573018,2023-11-02T15:11:01Z,"post-doom metal,post-metal,sludge metal,stoner metal",0.33,0.979,10,-4.815,0,0.0856,0.000201,0.455,0.302,0.358,124.803,4
11mC0wwYcXdqkSegRIEE4a,"7Gbgr3pNct3IvdhQLO8wPU","Futureshock","Dreamcrash","Grave Pleasures",2015-09-04,193373,4,spotify:user:1218573018,2023-11-02T15:11:01Z,"deathrock,finnish post-punk",0.296,0.964,4,-5.455,1,0.0963,0.00242,0.0218,0.0956,0.497,136.677,4
